,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,HOUSE_AGE
5459,Chrompet,1216,144,2,1,4,Family,No,Commercial,ELO,Gravel,RL,13534450,12775
5460,KK Nagar,1333,78,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RM,10707680,5110
5461,KK Nagar,1564,49,2,1,4,AbNormal,No,House,NoSeWa,Paved,RM,9497460,4745
5462,KK Nagar,1366,195,2,1,4,Partial,No,House,NoSeWa,Gravel,RH,7575380,10585
5463,Adyar,1277,30,2,2,4,Partial,Yes,House,NoSeWa,Paved,C,8379570,13870
5464,Karapakkam,1245,38,1,1,3,Partial,No,Commercial,AllPub,Gravel,A,8458500,8030
5465,Karapakkam,1314,199,1,1,3,Family,No,Others,ELO,No Access,RM,7625250,10950
5466,Chrompet,967,56,1,1,3,Partial,No,Commercial,AllPub,Paved,RL,11709450,5475
5467,Karapakkam,1511,88,2,2,4,Normal Sale,No,House,AllPub,No Access,RL,7032250,17885
5468,Karapakkam,1067,75,1,1,3,AdjLand,No,House,AllPub,Paved,RM,7756750,9855
5469,Chrompet,1005,21,1,1,3,Family,Yes,Others,AllPub,Paved,RM,10516450,2920
5470,Karapakkam,1148,156,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,11832500,16790
5471,Velachery,1501,117,2,1,4,Family,Yes,Others,NoSeWa,No Access,C,8170290,4380
5472,KK Nagar,1559,139,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,RM,13940820,7665
5473,Anna Nagar,1942,130,2,1,5,Partial,No,Commercial,ELO,No Access,RM,20387660,13870
5474,T Nagar,1536,6,1,1,4,Family,No,House,NoSeWa,No Access,RM,11088470,7665
5475,Velachery,1833,89,3,2,5,AbNormal,Yes,Others,NoSeWa,No Access,C,8865880,16060
5476,Chrompet,831,187,1,1,3,Normal Sale,No,House,ELO,No Access,RH,6243300,5110
5477,Anna Nagar,1785,162,1,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,14956820,2190
5478,Chrompet,935,108,1,1,3,Family,Yes,Others,NoSeWa,Gravel,RL,9717300,6205
5479,KK Nagar,2409,115,4,2,6,Family,No,House,NoSeWa,Gravel,RL,11834440,4380
5480,Velachery,1760,56,2,1,4,Normal Sale,Yes,House,ELO,Paved,RL,9929000,20075
5481,T Nagar,1920,86,2,1,5,AbNormal,Yes,House,NoSeWa,Paved,RM,14047140,15330
5482,Karapakkam,1352,51,2,2,4,Normal Sale,No,House,NoSeWa,No Access,RM,7180750,16425
5483,Chrompet,708,186,1,1,2,Normal Sale,Yes,Others,AllPub,Gravel,RM,9522210,8395
5484,Velachery,1798,74,2,1,4,AbNormal,No,Others,AllPub,No Access,A,7730470,7665
5485,Chrompet,901,163,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RM,9000320,12045
5486,Chrompet,1270,189,2,1,4,Partial,Yes,Commercial,NoSeWa,No Access,RH,13399250,12775
5487,Chrompet,802,163,1,1,3,Normal Sale,Yes,House,ELO,No Access,RH,7320850,2555
5488,Chrompet,1094,112,1,1,3,Normal Sale,No,Commercial,AllPub,Paved,RH,12035150,10585
5489,Karapakkam,666,147,1,1,2,AdjLand,No,Others,ELO,Gravel,A,4505500,3285
5490,Velachery,1655,112,2,1,4,Family,Yes,House,ELO,Paved,I,8487410,15695
5491,KK Nagar,1622,130,2,1,4,AbNormal,No,Commercial,NoSeWa,Paved,RH,12763700,9125
5492,KK Nagar,2364,140,4,2,6,Family,No,Commercial,AllPub,Paved,RM,18543840,8030
5493,Karapakkam,1442,37,2,2,4,Family,Yes,Others,AllPub,Paved,RL,8965750,17520
5494,KK Nagar,1614,140,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,RH,13378620,4015
5495,Velachery,1567,175,2,1,4,Normal Sale,No,Commercial,ELO,Gravel,RH,13199950,12775
5496,Karapakkam,677,178,1,1,2,Family,Yes,Commercial,NoSeWa,No Access,C,5633250,17155
5497,KK Nagar,2333,18,4,2,6,AbNormal,Yes,Others,NoSeWa,Gravel,RM,14416660,7300
5498,Karapakkam,1270,171,1,1,3,Normal Sale,Yes,Commercial,AllPub,No Access,C,9422000,4380
5499,Chrompet,1022,68,1,1,3,Normal Sale,No,Others,ELO,Paved,RM,9089140,11680
5500,Chrompet,1000,2,1,1,3,Partial,Yes,House,AllPub,Gravel,RL,9681250,2555
5501,KK Nagar,1429,194,2,1,4,Family,No,Others,NoSeWa,Gravel,RH,8876760,6935
5502,T Nagar,1515,24,1,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,20003050,3650
5503,Adyar,888,120,1,1,3,Partial,Yes,Commercial,ELO,No Access,RM,12334440,5840
5504,Karapakkam,712,200,1,1,2,Partial,No,Commercial,AllPub,Paved,RL,7558000,7300
5505,T Nagar,1685,20,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,19839060,15695
5506,KK Nagar,1483,10,2,1,4,AbNormal,No,Commercial,AllPub,Gravel,RL,13570940,2555
5507,Adyar,990,191,1,1,3,AbNormal,No,Commercial,NoSeWa,Paved,C,10341610,12410
5508,Karapakkam,1157,179,1,1,3,AbNormal,No,Commercial,ELO,No Access,A,7007250,4015
5509,Karapakkam,1350,144,2,2,4,Normal Sale,No,Commercial,ELO,Paved,I,9967750,1825
5510,KK Nagar,1702,104,2,1,4,AdjLand,No,Commercial,NoSeWa,Paved,RM,14721720,9490
5511,T Nagar,1779,153,1,1,4,AbNormal,Yes,Others,NoSeWa,Paved,RL,14052490,13140
5512,Karapakkam,1356,85,2,2,4,AdjLand,Yes,Others,AllPub,Paved,I,8177250,12045
5513,Chrompet,713,80,1,1,2,AdjLand,No,Commercial,NoSeWa,Paved,RH,9213250,8395
5514,Adyar,969,80,1,1,3,Partial,Yes,Others,NoSeWa,Gravel,RM,10820520,10220
5515,KK Nagar,1324,144,1,1,3,Normal Sale,Yes,House,AllPub,Gravel,RH,9187560,6570
5516,Chrompet,1156,93,1,1,3,Family,No,Commercial,NoSeWa,Gravel,RM,14124700,8030
5517,Karapakkam,1327,124,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,A,9886000,7300
5518,Karapakkam,1117,89,1,1,3,Partial,No,Commercial,ELO,Paved,RM,9500250,15695
5519,Chrompet,1284,108,2,1,4,Family,No,Commercial,NoSeWa,Gravel,RL,14704500,3650
5520,Anna Nagar,1983,0,2,1,5,AdjLand,Yes,House,NoSeWa,Gravel,RM,15237150,12775
5521,Chrompet,1264,145,2,1,4,Family,No,House,NoSeWa,Paved,RL,8987800,8760
5522,Velachery,1649,121,2,1,4,Partial,Yes,Commercial,NoSeWa,Gravel,A,12990820,9490
5523,Chrompet,1245,177,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RM,11062000,1460
5524,KK Nagar,1422,117,2,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,13472800,10950
5525,Adyar,634,185,1,1,2,Partial,No,Commercial,ELO,Paved,RL,8762095,12045
5526,KK Nagar,2052,47,3,2,5,Partial,No,Others,NoSeWa,Paved,RH,10357920,8760
5527,Chrompet,984,51,1,1,3,Partial,No,Others,AllPub,Gravel,RL,8614330,14235
5528,Anna Nagar,1808,130,2,1,5,Normal Sale,Yes,Others,ELO,No Access,RL,13475870,12410
5529,Chrompet,1266,165,2,1,4,AbNormal,No,House,AllPub,Paved,RH,9080550,1825
5530,T Nagar,1910,111,2,1,5,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,21530880,14235
5531,Velachery,1527,43,2,1,4,Family,Yes,Others,ELO,Gravel,C,8920800,9125
5532,Adyar,1124,180,1,1,3,AbNormal,No,House,AllPub,Gravel,C,7870685,6935
5533,Velachery,1654,8,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,I,10246160,4745
5534,Velachery,1722,34,2,1,4,Family,Yes,Commercial,NoSeWa,Paved,A,13217550,9125
5535,Chrompet,833,194,1,1,3,Normal Sale,Yes,Commercial,ELO,No Access,RM,11265800,13140
5536,Karapakkam,529,6,1,1,2,AbNormal,Yes,Others,ELO,Gravel,A,4168625,14965
5537,Karapakkam,1640,3,2,2,4,AbNormal,No,Commercial,ELO,Gravel,C,11001750,7665
5538,Adyar,1271,95,2,2,4,AbNormal,No,Others,NoSeWa,Gravel,C,9226180,4380
5539,Velachery,1628,2,2,1,4,AdjLand,No,House,AllPub,No Access,C,7195550,9125
5540,T Nagar,1553,139,1,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,18365420,5840
5541,Karapakkam,633,10,1,1,2,Normal Sale,No,Commercial,NoSeWa,No Access,RH,5648000,17520
5542,Chrompet,796,148,1,1,2,Normal Sale,Yes,Others,AllPub,Paved,RL,8992520,5840
5543,Velachery,1794,158,2,1,4,AdjLand,No,Others,ELO,Gravel,RH,10485480,10585
5544,Velachery,1726,29,2,1,4,AbNormal,Yes,House,ELO,No Access,C,8001610,6570
5545,Velachery,1644,70,2,1,4,Normal Sale,Yes,House,AllPub,No Access,RM,10138550,10950
5546,KK Nagar,2471,15,4,2,6,AdjLand,No,House,AllPub,Gravel,RL,12529240,8030
5547,Karapakkam,1122,199,1,1,3,Family,Yes,Others,ELO,Paved,RM,8904750,5840
5548,Anna Nagar,1906,46,2,1,5,Partial,Yes,Others,NoSeWa,Gravel,RH,14737720,6205
5549,KK Nagar,1420,161,2,1,4,Normal Sale,No,Commercial,AllPub,Gravel,RM,13798400,7300
5550,Velachery,1755,78,2,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,A,14615700,5475
5551,Velachery,1686,177,2,1,4,Partial,No,Commercial,NoSeWa,No Access,RL,13495120,9490
5552,KK Nagar,2053,53,3,2,5,Normal Sale,No,Others,AllPub,Paved,RM,12034000,6205
5553,Anna Nagar,1772,57,1,1,4,AdjLand,No,Commercial,ELO,Paved,RM,20334690,9855
5554,Chrompet,918,189,1,1,3,Partial,No,Commercial,AllPub,Paved,RH,10781300,3650
5555,Chrompet,861,148,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RL,9512550,1825
5556,Karapakkam,1091,31,1,1,3,AdjLand,No,Commercial,NoSeWa,Gravel,I,8994500,12410
5557,Chrompet,1093,53,1,1,3,Partial,Yes,House,ELO,Gravel,RL,9354900,12410
5558,Velachery,1860,57,3,2,5,Partial,Yes,Commercial,NoSeWa,Gravel,A,14830590,2555
5559,Velachery,1908,187,3,2,5,Partial,No,Others,NoSeWa,Gravel,RH,10195310,19345
5560,Velachery,1555,59,2,1,4,Normal Sale,No,Commercial,AllPub,No Access,RL,13027020,9490
5561,Chrompet,1139,180,1,1,3,Family,No,Others,ELO,Paved,RH,8602280,5475
5562,Adyar,982,151,1,1,3,Partial,Yes,House,NoSeWa,No Access,C,6515045,8395
5563,Chrompet,875,55,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RM,9749000,8760
5564,Karapakkam,1631,1,2,2,4,AbNormal,Yes,House,ELO,Gravel,RH,9009500,10220
5565,Velachery,1615,168,2,1,4,Family,Yes,Others,ELO,Gravel,RH,10873880,3285
5566,Chrompet,942,94,1,1,3,AbNormal,No,House,ELO,No Access,RM,8017350,1825
5567,Karapakkam,1537,146,2,2,4,AdjLand,No,House,NoSeWa,Gravel,RL,8474250,17885
5568,Adyar,961,111,1,1,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,12505440,13140
5569,Velachery,1901,93,3,2,5,Partial,Yes,House,ELO,Paved,A,8567050,3650
5570,Karapakkam,641,121,1,1,2,Family,No,House,AllPub,No Access,I,4256250,1825
5571,Velachery,1538,124,2,1,4,Family,No,Commercial,NoSeWa,No Access,C,11133440,8030
5572,Chrompet,1188,141,1,1,3,Family,Yes,House,ELO,No Access,RM,9884750,1825
5573,Chrompet,1068,9,1,1,3,AbNormal,No,Commercial,ELO,No Access,RM,12443800,4380
5574,Chrompet,1034,170,1,1,3,AbNormal,Yes,House,AllPub,Paved,RH,8445450,12775
5575,Adyar,619,140,1,1,2,Normal Sale,Yes,Others,ELO,No Access,RL,7387625,12775
5576,T Nagar,1762,46,1,1,4,AdjLand,No,Commercial,AllPub,No Access,RL,19848170,2190
5577,Chrompet,1100,142,1,1,3,Partial,Yes,House,NoSeWa,No Access,RH,8224000,2920
5578,Velachery,1860,29,3,2,5,Normal Sale,Yes,Commercial,NoSeWa,No Access,C,13473750,20075
5579,Adyar,753,55,1,1,2,AdjLand,Yes,Others,NoSeWa,Gravel,I,8728635,3285
5580,Anna Nagar,1636,71,1,1,4,Partial,Yes,House,NoSeWa,Gravel,RH,11781050,14600
5581,KK Nagar,2074,68,3,2,5,Normal Sale,Yes,House,NoSeWa,Gravel,RL,11739740,9855
5582,T Nagar,1533,107,1,1,4,AdjLand,No,Others,NoSeWa,No Access,RM,12613410,7665
5583,Velachery,1530,115,2,1,4,AdjLand,No,Commercial,NoSeWa,Paved,I,12656590,8030
5584,Chrompet,825,73,1,1,3,Partial,Yes,Commercial,NoSeWa,Gravel,RL,11585000,11680
5585,Velachery,1794,109,2,1,4,Family,No,House,ELO,Paved,I,8474920,4015
5586,Karapakkam,1267,87,1,1,3,Partial,Yes,Commercial,NoSeWa,No Access,C,8965500,6570
5587,KK Nagar,1891,170,3,2,5,Family,Yes,Commercial,AllPub,Gravel,RH,16077100,9125
5588,Anna Nagar,1896,134,2,1,5,Normal Sale,Yes,Commercial,ELO,Gravel,RH,21750600,1825
5589,Chrompet,1223,161,2,1,4,AbNormal,No,Others,AllPub,No Access,RM,9818010,8030
5590,KK Nagar,1724,197,2,1,4,Family,Yes,Commercial,NoSeWa,Gravel,RM,16196760,6570
5591,Adyar,1072,192,1,1,3,Family,Yes,Commercial,ELO,No Access,C,11547935,3285
5592,Adyar,634,191,1,1,2,AdjLand,No,House,NoSeWa,No Access,RL,6690720,10220
5593,Velachery,1767,26,2,1,4,Partial,Yes,House,NoSeWa,Gravel,RH,9755310,17520
5594,Chrompet,1273,86,2,1,4,Partial,No,Others,NoSeWa,Paved,RM,9991510,13870
5595,Karapakkam,1275,91,1,1,3,Family,Yes,Others,NoSeWa,Paved,C,6909125,6570
5596,Karapakkam,1047,148,1,1,3,AbNormal,Yes,Commercial,NoSeWa,No Access,A,7065000,11680
5597,Anna Nagar,1597,187,1,1,4,Partial,Yes,House,ELO,Paved,RM,12514070,7665
5598,Karapakkam,1586,100,2,2,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RH,9779750,8760
5599,KK Nagar,2327,183,4,2,6,Family,Yes,Commercial,NoSeWa,Gravel,RH,18610560,6570
5600,KK Nagar,2008,23,3,2,5,AdjLand,No,Commercial,AllPub,Gravel,RH,16478960,2920
5601,KK Nagar,1303,74,1,1,3,Family,Yes,Others,NoSeWa,Gravel,RH,9356020,6570
5602,Adyar,846,80,1,1,3,Family,No,Others,ELO,No Access,C,5576560,8760
5603,Karapakkam,1428,123,2,2,4,AdjLand,Yes,Commercial,AllPub,No Access,C,10214750,12045
5604,Chrompet,877,39,1,1,3,Normal Sale,No,Commercial,ELO,Paved,RL,11046700,2190
5605,Velachery,1751,148,2,1,4,AbNormal,Yes,House,ELO,Paved,RM,10753720,13140
5606,Anna Nagar,1738,170,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RH,19240920,13140
5607,Adyar,985,73,1,1,3,Partial,Yes,House,ELO,Paved,RM,9715800,7300
5608,Adyar,766,81,1,1,2,AbNormal,Yes,House,NoSeWa,Gravel,I,7638500,7300
5609,Karapakkam,1196,18,1,1,3,Normal Sale,Yes,Others,ELO,Gravel,RH,7955250,17885
5610,Chrompet,1128,141,1,1,3,Family,Yes,Others,NoSeWa,Gravel,RL,10897710,3285
5611,Chrompet,1092,179,1,1,3,Partial,No,Others,ELO,No Access,RL,7877290,11315
5612,KK Nagar,1973,58,3,2,5,Partial,Yes,Others,NoSeWa,Gravel,RM,12781400,6205
5613,KK Nagar,2447,113,4,2,6,Normal Sale,Yes,Others,NoSeWa,Paved,RL,13572840,9125
5614,Velachery,1736,164,2,1,4,Normal Sale,No,Others,NoSeWa,No Access,RL,9053300,16425
5615,Velachery,1559,107,2,1,4,AdjLand,Yes,Commercial,AllPub,Paved,C,12999460,17520
5616,Anna Nagar,1708,76,1,1,4,AdjLand,Yes,House,NoSeWa,Paved,RH,12590750,5475
5617,Karapakkam,517,13,1,1,2,Family,No,Commercial,NoSeWa,Paved,RM,6830000,14600
5618,Karapakkam,1403,144,2,2,4,AbNormal,No,Commercial,NoSeWa,Gravel,RL,11971000,4380
5619,Karapakkam,1085,84,1,1,3,Family,Yes,Commercial,ELO,Paved,RH,9832750,6205
5620,Karapakkam,510,39,1,1,2,AdjLand,No,Others,NoSeWa,Paved,RM,6249500,8395
5621,Chrompet,1291,0,2,1,4,Partial,No,Others,NoSeWa,Paved,RL,9302420,13505
5622,Velachery,1961,34,3,2,5,AbNormal,Yes,Commercial,NoSeWa,Gravel,I,15931810,19345
5623,Adyar,766,179,1,1,2,Partial,No,Commercial,AllPub,Paved,RL,10605950,3650
5624,Adyar,1169,145,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RL,15089800,14600
5625,Karapakkam,1401,77,2,2,4,Partial,Yes,House,NoSeWa,Gravel,RH,8802250,3285
5626,Chrompet,946,47,1,1,3,AbNormal,No,Commercial,NoSeWa,Paved,RL,11659850,2555
5627,Adyar,829,144,1,1,3,AdjLand,Yes,Others,ELO,No Access,RL,8713470,13870
5628,KK Nagar,2276,30,4,2,6,Family,No,Commercial,NoSeWa,Paved,RL,17426900,5475
5629,T Nagar,1861,132,2,1,5,AbNormal,No,Others,ELO,Paved,RM,14480160,5110
5630,Velachery,1616,67,2,1,4,AbNormal,Yes,House,ELO,Paved,RH,8860120,18615
5631,Karapakkam,1505,7,2,2,4,AdjLand,No,House,NoSeWa,No Access,RM,8461750,5475
5632,Karapakkam,1072,67,1,1,3,Family,Yes,House,ELO,No Access,RL,6677000,14600
5633,Karapakkam,1253,60,1,1,3,Partial,No,Others,AllPub,Gravel,RM,8967625,5475
5634,Velachery,1859,184,3,2,5,AdjLand,No,House,NoSeWa,Gravel,RM,11347040,8030
5635,Velachery,1805,81,3,2,5,AbNormal,No,Commercial,NoSeWa,No Access,RH,13461540,15330
5636,Chrompet,1274,195,2,1,4,Partial,No,Others,AllPub,Gravel,RM,11289880,2190
5637,T Nagar,1709,140,1,1,4,AbNormal,No,Commercial,AllPub,Paved,RM,19959060,6570
5638,Anna Nagar,1909,151,2,1,5,Partial,No,House,NoSeWa,Paved,RM,13381530,3285
5639,Velachery,1591,154,2,1,4,Partial,No,Commercial,ELO,Gravel,RL,13522410,13870
5640,Velachery,1674,103,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Paved,I,14376860,6570
5641,Anna Nagar,1730,138,1,1,4,Family,No,Others,ELO,Gravel,RM,13937920,5840
5642,Karapakkam,838,132,1,1,2,AbNormal,Yes,Others,NoSeWa,Gravel,A,5448750,8030
5643,Velachery,1718,2,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RL,16246070,4015
5644,Velachery,1863,21,3,2,5,Family,Yes,Others,ELO,Paved,RL,11077460,17520
5645,Chrompet,746,128,1,1,2,AdjLand,Yes,House,NoSeWa,Paved,RM,8834250,6935
5646,Chrompet,940,106,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RM,9446200,5840
5647,T Nagar,1569,97,1,1,4,Partial,No,Others,AllPub,Gravel,RH,12196510,4380
5648,KK Nagar,2219,94,3,2,5,Partial,Yes,House,NoSeWa,Gravel,RL,12382360,2920
5649,Karapakkam,843,73,1,1,2,AdjLand,No,Others,NoSeWa,Gravel,A,5016625,4380
5650,T Nagar,1779,44,1,1,4,Family,No,Others,ELO,No Access,RM,13081220,7300
5651,Karapakkam,543,59,1,1,2,AdjLand,No,Commercial,AllPub,No Access,A,4521500,3650
5652,KK Nagar,2215,162,3,2,5,Family,No,Commercial,AllPub,Gravel,RL,17812120,2190
5653,Karapakkam,551,141,1,1,2,Family,Yes,Commercial,AllPub,Paved,A,5162250,14235
5654,Karapakkam,692,13,1,1,2,Partial,Yes,House,NoSeWa,Paved,C,4485750,12045
5655,KK Nagar,2432,100,4,2,6,AdjLand,Yes,Others,AllPub,Gravel,RH,13849520,8760
5656,Chrompet,892,97,1,1,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,10753200,11680
5657,KK Nagar,1734,61,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,15722880,8760
5658,Adyar,944,97,1,1,3,AbNormal,No,Others,AllPub,No Access,I,7028960,8760
5659,Velachery,1924,121,3,2,5,Normal Sale,Yes,House,NoSeWa,Paved,RL,11095900,9125
5660,Anna Nagar,1688,167,1,1,4,Partial,No,House,NoSeWa,Paved,RH,10560230,14235
5661,KK Nagar,1721,61,2,1,4,Partial,No,Others,AllPub,Gravel,RL,10728800,3285
5662,Chrompet,745,109,1,1,2,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,10609450,14235
5663,Karapakkam,1590,134,2,2,4,AbNormal,Yes,Commercial,AllPub,Paved,C,11415250,11315
5664,KK Nagar,1719,113,2,1,4,Partial,Yes,Commercial,NoSeWa,Paved,RM,15598600,3650
5665,Chrompet,838,53,1,1,3,Partial,Yes,House,NoSeWa,Paved,RH,7812900,2190
5666,KK Nagar,1941,174,3,2,5,AbNormal,No,Others,NoSeWa,Gravel,RM,12045160,2555
5667,Chrompet,1215,30,2,1,4,Family,No,Others,AllPub,Paved,RM,10569900,3285
5668,Karapakkam,926,89,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,A,5561250,5475
5669,Anna Nagar,1609,125,1,1,4,AbNormal,No,Others,AllPub,No Access,RH,11671660,2555
5670,Chrompet,1226,118,2,1,4,Family,Yes,Others,ELO,Paved,RH,10133720,3650
5671,KK Nagar,1478,129,2,1,4,AdjLand,No,House,NoSeWa,Gravel,RM,10119880,8760
5672,Chrompet,1041,174,1,1,3,Partial,Yes,Commercial,AllPub,Paved,RM,13933850,2555
5673,Karapakkam,1420,132,2,2,4,AdjLand,No,Others,AllPub,Gravel,RH,8222000,18250
5674,Anna Nagar,1933,145,2,1,5,AdjLand,No,Commercial,AllPub,Gravel,RM,22593290,9855
5675,Chrompet,1093,173,1,1,3,Family,No,Others,NoSeWa,Paved,RM,9652510,6570
5676,Velachery,1683,26,2,1,4,AbNormal,No,Others,ELO,Paved,I,8581000,10950
5677,Adyar,1165,153,1,1,3,Normal Sale,Yes,House,ELO,Paved,A,7605945,8395
5678,Chrompet,1083,54,1,1,3,AdjLand,No,Commercial,NoSeWa,Paved,RM,13129250,14235
5679,KK Nagar,2004,105,3,2,5,Partial,No,House,AllPub,Paved,RL,10047540,6205
5680,Chrompet,1102,94,1,1,3,Partial,Yes,House,ELO,Paved,RL,8911850,11315
5681,Velachery,1565,88,2,1,4,AbNormal,Yes,Commercial,AllPub,Gravel,I,13874910,13870
5682,T Nagar,1938,200,2,1,5,AdjLand,No,House,NoSeWa,No Access,RL,12798530,6935
5683,Velachery,1615,63,2,1,4,Family,No,House,ELO,Gravel,RH,9003860,2920
5684,Karapakkam,746,13,1,1,2,Partial,Yes,Commercial,AllPub,Paved,RM,9029500,13870
5685,Chrompet,824,166,1,1,3,AdjLand,Yes,Commercial,NoSeWa,No Access,RL,11570100,2190
5686,KK Nagar,2432,10,4,2,6,Family,Yes,Others,NoSeWa,Gravel,RL,13902360,5840
5687,Karapakkam,645,38,1,1,2,Family,No,Commercial,NoSeWa,Gravel,RL,7575500,12410
5688,Velachery,1850,56,3,2,5,Partial,Yes,Others,NoSeWa,No Access,C,9150230,6935
5689,KK Nagar,1985,58,3,2,5,Normal Sale,No,House,NoSeWa,Gravel,RH,9893420,7665
5690,Karapakkam,1031,191,1,1,3,AbNormal,Yes,House,ELO,Gravel,I,7121000,5110
5691,Velachery,1604,121,2,1,4,Partial,No,House,NoSeWa,Paved,A,6334300,10950
5692,Adyar,640,120,1,1,2,AdjLand,Yes,Commercial,ELO,No Access,I,8739135,10585
5693,Anna Nagar,1666,136,1,1,4,AdjLand,Yes,Others,ELO,No Access,RL,13390780,7300
5694,Karapakkam,770,131,1,1,2,Partial,Yes,Commercial,NoSeWa,Paved,C,6386750,17885
5695,T Nagar,1815,23,2,1,5,AbNormal,Yes,Commercial,NoSeWa,Paved,RL,21165570,4015
5696,KK Nagar,2203,180,3,2,5,Normal Sale,Yes,Commercial,AllPub,Paved,RL,18055240,8030
5697,Karapakkam,1194,56,1,1,3,Partial,No,House,NoSeWa,Gravel,RH,6501500,12410
5698,Velachery,1832,26,3,2,5,AdjLand,No,Others,AllPub,Gravel,RM,12583340,4380
5699,Karapakkam,639,147,1,1,2,AbNormal,No,Commercial,NoSeWa,Gravel,RH,7112250,9855
5700,Anna Nagar,1638,177,1,1,4,AbNormal,No,House,NoSeWa,No Access,RL,10983530,6935
5701,Velachery,1800,88,2,1,4,Partial,No,Commercial,ELO,Gravel,RM,15728210,10220
5702,Karapakkam,909,141,1,1,3,AbNormal,Yes,Commercial,AllPub,Paved,RM,10578000,5840
5703,Karapakkam,1184,144,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RL,8425000,13140
5704,Velachery,1803,96,3,2,5,AdjLand,Yes,House,NoSeWa,Gravel,RL,11541320,11315
5705,Chrompet,713,30,1,1,2,Family,No,House,NoSeWa,Gravel,RM,7865000,8760
5706,Velachery,1624,117,2,1,4,Family,Yes,House,AllPub,No Access,A,7269300,7300
5707,Adyar,1077,168,1,1,3,AbNormal,Yes,Others,AllPub,Gravel,I,9801720,10220
5708,KK Nagar,1729,112,2,1,4,Partial,No,House,NoSeWa,Gravel,RH,8896740,9855
5709,Chrompet,1065,117,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RH,12311250,4015
5710,Anna Nagar,1671,137,1,1,4,AdjLand,Yes,House,NoSeWa,No Access,RL,12256520,9490
5711,Karapakkam,510,99,1,1,2,AbNormal,Yes,Others,NoSeWa,Paved,RM,6583500,15695
5712,Adyar,1181,160,1,1,3,AdjLand,No,House,AllPub,No Access,RH,8557760,8760
5713,Chrompet,758,169,1,1,2,Normal Sale,No,Commercial,NoSeWa,Paved,RH,9440800,5840
5714,KK Nagar,2156,91,3,2,5,AbNormal,Yes,Others,NoSeWa,Paved,RL,12558620,5475
5715,KK Nagar,2004,106,3,2,5,AdjLand,Yes,House,NoSeWa,Paved,RM,12074700,9125
5716,Chrompet,1067,142,1,1,3,Partial,Yes,House,ELO,Paved,RH,8299100,9490
5717,Chrompet,1085,97,1,1,3,Family,No,House,AllPub,Paved,RL,8434850,8395
5718,Adyar,1064,75,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RM,14038465,4015
5719,Chrompet,739,142,1,1,2,Partial,No,Commercial,AllPub,No Access,RM,9729650,8395
5720,Anna Nagar,1829,67,2,1,5,AbNormal,Yes,House,NoSeWa,Paved,RH,12627130,10585
5721,T Nagar,1637,99,1,1,4,Family,Yes,House,NoSeWa,No Access,RM,11905180,16060
5722,Adyar,763,96,1,1,2,AbNormal,No,Others,NoSeWa,Gravel,RL,8182525,12775
5723,Adyar,1138,194,1,1,3,AbNormal,No,House,NoSeWa,Paved,I,7704145,8395
5724,Anna Nagar,1724,173,1,1,4,Partial,Yes,House,NoSeWa,Gravel,RL,12952940,8030
5725,Chrompet,1017,111,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,9255790,5110
5726,Karapakkam,732,56,1,1,2,AdjLand,No,Others,ELO,Paved,C,3974000,18250
5727,Velachery,1926,24,3,2,5,Normal Sale,No,Others,ELO,Paved,I,9477620,14965
